generation,N_shifts,logPrior,logLik,eventRate,acceptRate
5136000,1,-7.22977,-75.2127,2.41153,0.4475
5137000,0,-3.06494,-75.8359,0.649814,0.415
5138000,0,-2.95855,-74.2131,0.583209,0.45075
5139000,1,-4.73406,-75.8188,1.0779,0.448
5140000,1,-3.89683,-76.5756,0.137259,0.433444
5141000,0,-2.49989,-76.197,0.387268,0.452
5142000,0,-2.86468,-74.916,0.247151,0.385
5143000,0,-3.82753,-75.9383,0.657075,0.44575
5144000,1,-8.20144,-77.1963,1.97835,0.4608
5145000,0,-4.54029,-75.5129,1.99964,0.5225
5146000,0,-2.41149,-75.2219,0.171669,0.4
5147000,0,-4.04714,-75.9517,0.514318,0.452
5148000,0,-3.47179,-78.5237,0.425043,0.424
5149000,0,-1.8484,-75.6307,0.0094088,0.385
5150000,0,-3.06789,-76.0679,0.404108,0.43
5151000,0,-2.78081,-75.105,0.290943,0.437714
5152000,0,-3.02838,-74.3132,0.76597,0.522
5153000,0,-2.06313,-75.8507,0.331122,0.454
5154000,0,-2.76758,-74.6902,0.452833,0.4305
5155000,0,-2.65721,-74.5079,0.479756,0.426909
5156000,0,-3.06783,-77.1191,0.103282,0.41
5157000,0,-3.19246,-75.2828,0.57605,0.423333
5158000,0,-2.16726,-75.9065,0.0960771,0.4044
5159000,0,-5.55446,-77.7188,2.78302,0.411143
5160000,0,-2.8264,-74.5896,0.250029,0.381
5161000,0,-2.79566,-74.6999,0.305623,0.388
5162000,0,-2.97386,-76.8821,0.600427,0.402333
5163000,0,-2.01594,-77.645,0.0482671,0.39
5164000,0,-2.7049,-77.7666,0.0566657,0.414167
5165000,0,-4.63063,-75.4329,2.12466,0.51
5166000,0,-2.15887,-75.7406,0.115112,0.4355
5167000,0,-3.14341,-75.5218,1.04139,0.417167
5168000,0,-3.149,-83.0248,0.0201795,0.388
5169000,0,-2.86398,-75.3712,0.496636,0.42
5170000,0,-3.17162,-76.2953,1.07326,0.411
5171000,0,-4.32072,-74.5261,1.68364,0.383
5172000,0,-3.64931,-75.987,0.312753,0.427
5173000,0,-2.93291,-74.8788,0.139324,0.407
5174000,0,-3.84202,-75.5863,0.335168,0.37
5175000,0,-3.00133,-74.0256,0.84606,0.433833
5176000,0,-1.80182,-75.8847,0.0962823,0.3972
5177000,0,-5.41206,-76.8726,1.11487,0.409
5178000,1,-5.3437,-76.5266,0.517094,0.463
5179000,0,-2.0965,-75.927,0.0508895,0.478
5180000,0,-1.96418,-76.2791,0.308338,0.481
5181000,0,-2.6731,-76.6169,0.937936,0.427867
5182000,0,-4.05503,-77.1871,1.38649,0.419
5183000,0,-2.27255,-74.1612,0.220283,0.446111
5184000,0,-2.33768,-75.0834,0.0492169,0.405
5185000,0,-2.30508,-74.3443,0.30626,0.407
5186000,0,-2.72561,-74.5851,0.332809,0.434
5187000,0,-3.93955,-74.3954,1.525,0.4326
5188000,0,-2.63607,-74.5522,0.825493,0.462
5189000,0,-3.09052,-75.67,0.992911,0.379
5190000,1,-4.6346,-75.5249,0.160581,0.428
5191000,1,-6.35438,-75.7066,1.50351,0.434
5192000,1,-5.57981,-75.4458,0.645438,0.43225
5193000,0,-2.53407,-77.1884,0.291439,0.399
5194000,0,-4.28453,-74.3915,2.26264,0.383
5195000,0,-4.51045,-74.7091,1.70218,0.411
5196000,1,-9.66363,-76.0205,0.86418,0.434
5197000,0,-3.83994,-75.3962,1.41675,0.412727
5198000,0,-2.6494,-74.8831,0.697915,0.391
5199000,0,-3.11736,-76.6718,0.125639,0.3952
5200000,0,-2.03124,-74.4546,0.111739,0.434
5201000,0,-2.66765,-76.8183,0.957994,0.401
5202000,0,-4.66958,-76.3382,0.622048,0.408
5203000,0,-2.86658,-74.7643,0.011082,0.4312
5204000,0,-2.43431,-74.2575,0.0842911,0.404
5205000,0,-2.52001,-78.1405,0.13991,0.431
5206000,0,-2.70467,-75.5317,0.940303,0.358
5207000,0,-1.97602,-76.8588,0.123249,0.374333
5208000,0,-1.80939,-75.6561,0.138987,0.416417
5209000,2,-12.0599,-78.0144,2.14167,0.4105
5210000,0,-3.29495,-74.4847,0.932869,0.458
5211000,0,-2.84334,-76.2971,0.717959,0.385667
5212000,0,-2.43384,-75.0673,0.258662,0.551
5213000,0,-2.66382,-77.3223,0.0873793,0.441
5214000,1,-7.98729,-77.6972,1.20401,0.44575
5215000,0,-3.44706,-75.4348,1.72485,0.409222
5216000,0,-4.10875,-79.1764,0.76718,0.419
5217000,0,-2.73496,-76.6024,0.661052,0.41
5218000,0,-3.80539,-75.9559,0.224862,0.387333
5219000,0,-2.20764,-75.3488,0.0897708,0.384
5220000,0,-2.4027,-75.7014,0.247476,0.389667
5221000,0,-2.89045,-75.9297,0.0468459,0.3925
5222000,0,-1.98469,-75.4264,0.189778,0.400333
5223000,0,-2.48502,-74.2761,0.0152625,0.381
5224000,0,-2.22963,-74.6414,0.0565649,0.492
5225000,0,-2.42275,-76.3386,0.409455,0.413
5226000,0,-2.75787,-75.0246,0.445037,0.406375
5227000,0,-2.79152,-75.81,0.267829,0.356
5228000,0,-2.1677,-74.95,0.392879,0.435
5229000,0,-2.76933,-75.5595,0.428447,0.442
5230000,0,-2.86054,-78.4078,1.09371,0.391
5231000,0,-2.76488,-74.2828,0.445267,0.415
5232000,0,-3.03385,-77.0759,0.172676,0.351
5233000,0,-4.9106,-76.2772,2.32702,0.438
5234000,0,-2.69352,-74.4184,0.1173,0.422231
5235000,0,-2.82949,-75.5567,0.801876,0.409
5236000,0,-3.65746,-77.3931,1.44839,0.422438
5237000,1,-5.59934,-75.8795,0.463811,0.442
5238000,0,-2.34362,-77.4578,0.606308,0.426
5239000,0,-3.43319,-74.1379,1.10566,0.401
5240000,1,-4.20503,-75.6776,0.268852,0.421857
5241000,0,-1.89797,-75.9571,0.199191,0.448
5242000,0,-4.18884,-78.9294,1.41495,0.412
5243000,0,-3.49768,-75.7254,0.735489,0.394
5244000,0,-4.23382,-75.9008,0.6122,0.410875
5245000,0,-2.94888,-76.5958,0.554986,0.428
5246000,0,-3.30603,-74.5837,1.00875,0.396
5247000,0,-2.46785,-74.3787,0.343155,0.393333
5248000,0,-2.38769,-74.3492,0.0120243,0.3945
5249000,0,-2.58125,-75.0572,0.270664,0.473
5250000,0,-3.28047,-74.3642,0.582104,0.478
5251000,0,-2.36425,-74.1459,0.0282851,0.404
5252000,0,-2.97934,-76.5181,0.0433806,0.499
5253000,0,-2.61235,-75.5402,0.0456233,0.4395
5254000,0,-2.03274,-76.558,0.325421,0.425
5255000,0,-2.84777,-78.0936,0.817914,0.439
5256000,0,-1.9171,-76.6854,0.0341321,0.410471
5257000,0,-4.35177,-77.0874,0.285906,0.39
5258000,0,-2.22533,-75.34,0.214024,0.402833
5259000,0,-2.5888,-74.7951,0.56459,0.373
5260000,0,-3.68019,-75.8041,1.67476,0.391
5261000,0,-4.12152,-77.6783,1.39914,0.421
5262000,0,-1.97634,-74.123,0.0101091,0.409
5263000,0,-3.71142,-77.5956,2.08857,0.4565
5264000,0,-2.47955,-79.1288,0.153637,0.467
5265000,0,-3.24721,-75.3529,1.33641,0.421243
5266000,0,-3.25351,-74.973,1.52956,0.409
5267000,0,-3.24055,-76.6905,0.15849,0.4267
5268000,0,-3.5443,-75.3099,0.0473718,0.440667
5269000,0,-2.75885,-75.6858,0.303819,0.4
5270000,0,-2.60342,-74.4347,0.148538,0.421
5271000,0,-3.12075,-77.724,0.277156,0.398
5272000,1,-5.7373,-74.5528,0.279712,0.4135
5273000,0,-2.9157,-75.586,0.022951,0.435167
5274000,0,-2.04792,-76.9447,0.221501,0.448
5275000,0,-4.31311,-76.3011,1.16555,0.4265
5276000,0,-3.33453,-75.0955,0.650742,0.42925
5277000,0,-3.26592,-75.4243,0.723645,0.494
5278000,0,-3.08221,-76.295,0.8455,0.41
5279000,0,-2.50461,-74.7146,0.039348,0.43325
5280000,0,-2.37224,-77.6033,0.454317,0.364
5281000,0,-2.26062,-74.2268,0.228344,0.430714
5282000,0,-3.70819,-74.3496,1.09672,0.396
5283000,0,-2.83367,-77.1307,0.142436,0.415
5284000,0,-2.50132,-75.9679,0.152299,0.422833
5285000,0,-2.55078,-74.4492,0.568068,0.42775
5286000,1,-8.57941,-77.5978,1.66822,0.446667
5287000,1,-7.03835,-78.3332,1.53979,0.528
5288000,0,-3.01748,-74.7942,0.241473,0.439
5289000,0,-2.21005,-75.947,0.283967,0.38
5290000,0,-2.13238,-76.2277,0.258337,0.446
5291000,1,-5.52556,-75.4679,0.925707,0.521
5292000,0,-2.51711,-76.2547,0.66851,0.422
5293000,0,-2.7398,-75.4889,0.170869,0.405
5294000,0,-2.51186,-75.9452,0.390937,0.38
5295000,1,-6.10236,-75.6536,0.959472,0.506
5296000,0,-2.39174,-75.9608,0.0140144,0.462857
5297000,0,-2.26386,-74.8682,0.0424331,0.4995
5298000,0,-2.80331,-76.2932,0.347487,0.454615
5299000,0,-1.96446,-75.1631,0.0564319,0.364
5300000,0,-2.9425,-74.8531,0.343914,0.416
5301000,0,-3.1173,-75.3401,0.280738,0.427
5302000,0,-2.93455,-77.1094,0.572145,0.447056
5303000,0,-2.53772,-74.3729,0.174176,0.466
5304000,0,-3.31164,-77.3258,0.647079,0.365
5305000,0,-3.62884,-76.0286,1.27577,0.43225
5306000,0,-3.18071,-74.8858,0.791299,0.4152
5307000,0,-3.6839,-75.5497,1.46702,0.4242
5308000,1,-5.20878,-75.0169,1.62462,0.425667
5309000,0,-1.87915,-75.8712,0.158156,0.4254
5310000,1,-8.81351,-75.3506,1.67327,0.4535
5311000,0,-2.80747,-76.5246,0.914786,0.486
5312000,0,-2.17307,-75.5498,0.0543722,0.413
5313000,0,-2.65627,-76.3898,0.908022,0.4055
5314000,0,-7.24499,-76.089,4.80069,0.4194
5315000,0,-3.53024,-75.9763,0.619686,0.401667
5316000,1,-5.30775,-75.9141,0.568325,0.421
5317000,0,-3.03462,-75.2359,1.35901,0.443
5318000,0,-2.44894,-75.368,0.2642,0.407
5319000,0,-2.71469,-73.9894,0.612603,0.445167
5320000,0,-2.77849,-74.9315,0.510793,0.443
5321000,0,-2.8983,-76.1524,0.117366,0.398
5322000,1,-6.07714,-78.5454,1.20607,0.420333
5323000,0,-2.00501,-74.9711,0.0689473,0.402
5324000,0,-3.54521,-75.7236,0.273127,0.4325
5325000,0,-2.50271,-76.168,0.246298,0.383
5326000,1,-5.01642,-75.0305,0.50157,0.427
5327000,1,-6.17946,-75.005,0.100689,0.417308
5328000,0,-2.38276,-78.1261,0.384352,0.503
5329000,0,-2.80314,-77.6289,1.02407,0.387
5330000,0,-2.02521,-75.1147,0.223161,0.45075
5331000,0,-2.85325,-75.2091,0.433161,0.404
5332000,0,-4.81879,-76.3587,0.529327,0.434
5333000,0,-5.17816,-77.0203,0.533457,0.43575
5334000,0,-2.97737,-74.4244,0.845661,0.391
5335000,0,-3.22327,-74.2049,0.635878,0.422214
5336000,0,-2.65458,-75.3528,0.0850563,0.397
5337000,1,-4.83573,-79.001,0.708295,0.403333
5338000,0,-3.5738,-75.7964,0.896545,0.371
5339000,0,-3.31756,-75.925,0.0021729,0.40975
5340000,0,-2.39998,-78.6893,0.578625,0.415333
5341000,0,-2.17708,-74.4459,0.35421,0.389
5342000,0,-2.67554,-75.1131,0.578562,0.429333
5343000,0,-3.37117,-76.187,0.25608,0.496
5344000,0,-2.9318,-75.0653,0.17706,0.396
5345000,0,-3.41284,-76.5667,0.394547,0.413
5346000,0,-2.71363,-74.7964,0.223397,0.397
5347000,0,-3.1338,-76.3084,0.223238,0.363
5348000,0,-5.6402,-78.3447,1.05588,0.376
5349000,1,-9.12129,-77.4406,3.15799,0.406294
5350000,0,-2.77667,-77.6549,0.817454,0.447
5351000,0,-2.64974,-78.3608,0.711864,0.4042
5352000,0,-1.85811,-77.4064,0.0790246,0.407714
5353000,0,-2.35277,-75.2389,0.288437,0.408
5354000,0,-2.6825,-75.0284,0.285508,0.398333
5355000,0,-4.73379,-74.7391,1.76561,0.404333
5356000,0,-3.05133,-75.018,0.98059,0.391
5357000,0,-5.3739,-75.6644,2.89789,0.425
5358000,0,-2.15556,-74.3273,0.14028,0.401
5359000,0,-4.91156,-74.5592,1.94619,0.384
5360000,0,-3.08317,-75.2562,0.721128,0.462
5361000,0,-3.93597,-75.0552,0.47114,0.409
5362000,0,-2.6258,-74.9696,0.918674,0.417375
5363000,0,-2.92844,-78.111,0.661778,0.422
5364000,0,-2.84833,-75.4485,0.268031,0.548
5365000,0,-1.90591,-75.3735,0.225087,0.424667
5366000,0,-2.28343,-76.2709,0.0424411,0.402
5367000,0,-3.19052,-75.1765,0.686238,0.423833
5368000,0,-2.88061,-75.558,0.417012,0.39925
5369000,0,-3.04094,-75.2696,0.696059,0.406667
5370000,0,-2.52584,-74.3684,0.597751,0.4315
5371000,0,-2.2079,-74.5846,0.440507,0.468
5372000,1,-5.87937,-78.3883,0.936482,0.397
5373000,0,-4.36749,-75.5482,2.43367,0.416
5374000,0,-2.18565,-74.8057,0.0230532,0.4214
5375000,0,-1.8655,-74.4241,0.019521,0.4355
5376000,0,-2.15912,-74.5614,0.238924,0.422
5377000,0,-2.46498,-75.5552,0.500293,0.467
5378000,0,-3.51495,-75.8486,0.656436,0.418
5379000,0,-2.99652,-75.14,0.49965,0.418667
5380000,0,-2.60863,-74.8162,0.48919,0.358
5381000,0,-3.48034,-75.5038,1.76006,0.412
5382000,0,-2.6711,-75.1822,0.264094,0.464
5383000,0,-1.73789,-76.853,0.0430613,0.41
5384000,0,-1.91904,-74.4916,0.167965,0.413875
5385000,0,-2.61847,-74.735,0.0062509,0.409
5386000,0,-2.66532,-76.1884,0.122073,0.423
5387000,0,-2.28611,-74.8851,0.157337,0.418231
5388000,0,-2.03968,-75.9925,0.116642,0.406
5389000,0,-2.63099,-77.8182,0.682625,0.412333
5390000,0,-1.92239,-75.602,0.261103,0.419
5391000,0,-2.14102,-77.4288,0.330564,0.426615
5392000,0,-3.39198,-75.9927,1.42285,0.451
5393000,0,-2.82514,-74.8278,0.623799,0.426
5394000,0,-3.07675,-77.8959,0.422982,0.416
5395000,0,-3.33538,-76.1209,1.53812,0.423545
5396000,0,-2.20929,-76.4937,0.489823,0.42
5397000,0,-2.71251,-82.7669,0.442909,0.411
5398000,0,-2.27682,-75.1427,0.181086,0.423
5399000,0,-2.16475,-75.0132,0.0929817,0.398667
5400000,0,-4.63686,-77.614,0.377237,0.482
5401000,0,-2.55711,-75.3128,0.0765835,0.483
5402000,0,-3.76655,-77.8443,0.0978481,0.377
5403000,0,-2.31436,-74.5184,0.456099,0.38
5404000,0,-2.86926,-75.3087,0.197394,0.39
5405000,0,-3.4772,-76.6975,0.132598,0.404
5406000,0,-3.27608,-75.8439,0.307611,0.384
5407000,0,-3.32921,-74.4327,0.561145,0.367
5408000,0,-2.24653,-74.0315,0.158385,0.410941
5409000,0,-2.32846,-76.3361,0.220102,0.406
5410000,0,-2.9118,-76.2984,0.107594,0.405
5411000,1,-5.08287,-76.5162,0.327998,0.38775
5412000,0,-2.38755,-74.9252,0.313122,0.418
5413000,0,-1.77736,-76.5718,0.0785701,0.417667
5414000,1,-6.34988,-75.4179,1.12264,0.401
5415000,0,-2.42982,-75.2654,0.122304,0.542
5416000,0,-4.55244,-75.9625,0.92089,0.366
5417000,0,-2.77393,-78.5749,0.885656,0.402
5418000,0,-5.07317,-76.8775,0.489823,0.401
5419000,0,-3.7085,-74.1659,1.60862,0.408
5420000,0,-3.40568,-75.7096,1.04627,0.545
5421000,0,-2.23691,-76.2709,0.029987,0.413
5422000,0,-3.73233,-75.5397,0.958979,0.392
5423000,0,-3.54053,-75.4912,0.225006,0.413
5424000,0,-2.21187,-74.1932,0.10324,0.393
5425000,0,-2.10775,-77.259,0.346148,0.402
5426000,0,-4.0933,-76.1405,0.717272,0.461
5427000,0,-2.92464,-77.0216,1.19546,0.361
5428000,0,-2.07572,-77.5329,0.35599,0.413355
5429000,0,-3.09213,-76.6511,0.057795,0.3875
5430000,1,-5.7425,-76.0492,0.252671,0.493
5431000,1,-7.36335,-77.0267,1.02966,0.42185
5432000,0,-2.42009,-74.6962,0.397185,0.465
5433000,0,-3.41331,-76.1132,0.570075,0.398
5434000,0,-1.95036,-76.4151,0.24144,0.425864
5435000,0,-2.28606,-74.376,0.249586,0.39
5436000,0,-2.71533,-77.5507,0.385991,0.401833
5437000,0,-2.73748,-76.8957,0.196153,0.3925
5438000,0,-2.86308,-76.3106,0.480647,0.4195
5439000,0,-3.04477,-75.9016,0.414017,0.415182
5440000,0,-2.86293,-74.6262,0.101937,0.409333
5441000,0,-1.76119,-75.7273,0.0515105,0.369
5442000,0,-2.71514,-75.5071,0.258511,0.38375
5443000,0,-2.57662,-76.0295,0.933483,0.4
5444000,0,-1.83703,-74.5244,0.0253901,0.398
5445000,0,-2.12247,-75.2005,0.112986,0.392
5446000,0,-3.8856,-77.7893,0.33588,0.404
5447000,0,-3.45984,-76.3995,0.659451,0.417
5448000,0,-1.81465,-75.2917,0.11884,0.403444
5449000,0,-2.55062,-74.8226,0.323672,0.415
5450000,0,-3.63485,-78.6135,0.795339,0.393
5451000,0,-2.45979,-76.2175,0.0283096,0.395875
5452000,1,-6.4954,-74.5666,0.847352,0.422
5453000,0,-4.14614,-76.889,0.711171,0.410667
5454000,0,-4.3474,-77.1158,1.61181,0.385
5455000,0,-3.20031,-77.1989,0.651595,0.393
5456000,0,-2.58876,-75.9749,0.0674524,0.39
5457000,0,-2.14021,-76.4801,0.0150582,0.402
5458000,1,-6.24941,-77.8731,1.92093,0.4315
5459000,1,-4.3248,-75.2346,0.384011,0.424778
5460000,1,-4.32178,-75.1542,0.256389,0.407
5461000,0,-2.38541,-75.8672,0.168206,0.369
5462000,0,-2.26912,-74.8424,0.146182,0.406
5463000,0,-2.28937,-75.5841,0.207798,0.456
5464000,0,-3.93013,-75.1379,2.15171,0.420167
5465000,1,-5.37451,-76.2237,0.651444,0.3895
5466000,0,-2.69693,-77.7555,0.576605,0.416429
5467000,0,-2.42949,-74.3685,0.168966,0.388
5468000,0,-3.0163,-76.0267,0.0787404,0.388
5469000,1,-6.48127,-75.7121,1.14556,0.4028
5470000,0,-3.88482,-76.4647,0.317801,0.4345
5471000,0,-1.78344,-75.1342,0.0180113,0.419
5472000,0,-2.66831,-74.1588,0.04237,0.411571
5473000,0,-2.71764,-75.6598,0.724147,0.386
5474000,0,-3.29366,-75.7133,0.219006,0.404667
5475000,0,-3.09228,-75.0161,0.50287,0.391
5476000,0,-2.94674,-75.1583,0.509908,0.408969
5477000,0,-2.93387,-75.1177,0.781366,0.414125
5478000,0,-2.49731,-75.3948,0.571668,0.4206
5479000,1,-7.31604,-76.9774,0.460951,0.4635
5480000,0,-1.98176,-76.2918,0.329512,0.48275
5481000,0,-2.7598,-74.6078,0.299344,0.396
5482000,0,-2.36585,-74.8939,0.356783,0.413
5483000,0,-2.27096,-75.2733,0.331759,0.426
5484000,0,-3.26774,-75.7414,0.380245,0.444833
5485000,0,-2.24045,-74.392,0.0537158,0.443
5486000,0,-2.0716,-74.5698,0.0561129,0.431
5487000,0,-1.77052,-76.4581,0.0619075,0.433
5488000,0,-2.26463,-74.8147,0.26838,0.438
5489000,0,-3.56447,-78.9748,0.282577,0.414
5490000,1,-7.64532,-76.129,1.07092,0.439
5491000,0,-2.2507,-75.7424,0.460118,0.43
5492000,0,-4.63869,-74.9013,2.04585,0.408
5493000,0,-2.88354,-74.4788,0.92514,0.385
5494000,1,-7.77659,-76.0991,0.446848,0.4374
5495000,0,-3.09621,-75.1585,0.110206,0.534
5496000,0,-2.35079,-76.0684,0.547335,0.436895
5497000,0,-2.10143,-76.1193,0.418096,0.431
5498000,0,-3.21681,-74.0752,1.01219,0.432
5499000,1,-6.28947,-74.6137,1.76372,0.422
5500000,1,-5.67402,-77.4694,0.308681,0.438
5501000,0,-2.62529,-76.9887,0.161262,0.412
5502000,0,-3.14962,-77.0349,0.619047,0.397
5503000,0,-4.21108,-76.0644,0.956676,0.4075
5504000,0,-2.79674,-74.6985,0.62263,0.4168
5505000,0,-3.57981,-75.413,0.177885,0.385
5506000,0,-2.88503,-75.5475,0.380933,0.462
5507000,0,-1.7388,-75.1627,0.0714954,0.419273
5508000,0,-6.57217,-74.659,3.44989,0.388
5509000,0,-2.94451,-74.4991,0.260072,0.424
5510000,0,-2.15218,-74.3996,0.0597284,0.41375
5511000,0,-3.48102,-77.0042,0.850784,0.405
5512000,0,-3.01723,-77.6352,0.234526,0.424
5513000,0,-2.3918,-74.5254,0.0959382,0.4172
5514000,0,-2.51974,-77.7629,0.437606,0.407
5515000,0,-3.03974,-76.2859,0.297056,0.45
5516000,0,-2.62106,-75.4028,0.613591,0.478
5517000,0,-2.07467,-77.4919,0.325235,0.428125
5518000,0,-4.54423,-76.0785,0.501904,0.474
5519000,0,-3.8585,-75.4537,0.855982,0.387
5520000,0,-3.06179,-77.8465,0.719851,0.421
5521000,0,-1.79206,-75.5295,0.021195,0.43
5522000,0,-3.22397,-74.5909,0.501003,0.391
5523000,0,-3.23793,-78.7665,1.11912,0.430762
5524000,1,-5.56462,-79.2775,0.972311,0.485
5525000,0,-2.69635,-74.153,0.691594,0.42
5526000,0,-3.19616,-77.148,0.749121,0.419
5527000,0,-1.8096,-74.7949,0.0033292,0.4712
5528000,0,-2.37178,-74.5746,0.439865,0.43
5529000,1,-7.77228,-78.0454,2.86958,0.4705
5530000,1,-8.5224,-77.8996,2.40858,0.409
5531000,1,-6.55653,-77.676,0.731576,0.457
5532000,0,-2.00031,-75.7145,0.190017,0.498
5533000,0,-2.87888,-75.1169,0.702321,0.377
5534000,0,-2.7091,-74.3495,0.0793073,0.4444
5535000,0,-1.83329,-74.8894,0.00758561,0.405
5536000,0,-3.01208,-74.4838,0.275569,0.38
5537000,0,-3.18218,-76.393,0.721229,0.408
5538000,1,-4.97772,-81.7486,0.772729,0.415545
5539000,0,-4.10624,-76.1493,2.07023,0.445
5540000,0,-2.21208,-74.4076,0.0180765,0.508
5541000,0,-2.13906,-75.9782,0.231522,0.414
5542000,0,-3.49876,-76.5727,0.0624476,0.402
5543000,0,-2.31214,-74.4048,0.478276,0.4242
5544000,0,-3.03278,-74.6682,0.756016,0.423
5545000,0,-2.38987,-74.8056,0.0121007,0.501
5546000,0,-3.54487,-74.8345,1.3422,0.368
5547000,1,-5.16133,-74.319,0.576975,0.39
5548000,0,-2.00947,-74.5517,0.0572997,0.451
5549000,0,-2.06341,-74.8829,0.0733776,0.416143
5550000,2,-11.7256,-77.3547,1.77144,0.518
5551000,0,-2.3105,-75.652,0.210088,0.425
5552000,0,-3.73284,-75.1669,0.810026,0.463
5553000,0,-1.91562,-75.703,0.0662977,0.432
5554000,0,-2.52653,-74.8548,0.417841,0.434818
5555000,0,-2.55887,-75.381,0.134423,0.517
5556000,2,-11.0661,-79.4624,2.53473,0.5285
5557000,0,-3.34502,-74.337,1.10354,0.428
5558000,0,-2.90373,-74.4625,0.713269,0.443333
5559000,0,-3.01147,-76.0781,0.0965504,0.425
5560000,0,-2.16298,-77.4293,0.401689,0.37
5561000,0,-1.94822,-74.5464,0.121323,0.4
5562000,0,-2.53502,-74.4992,0.110244,0.45
5563000,0,-2.78749,-75.9198,0.116972,0.371
5564000,0,-2.78719,-78.7291,0.218128,0.404
5565000,0,-3.35664,-77.6755,0.419179,0.4249
5566000,0,-3.94237,-74.9741,0.770725,0.438389
5567000,0,-3.24482,-76.2582,1.45873,0.4073
5568000,1,-6.60802,-77.8785,0.288056,0.438
5569000,0,-3.1424,-76.0208,0.06734,0.404
5570000,0,-2.88507,-74.2793,0.384553,0.383
5571000,0,-2.98844,-74.7413,0.430141,0.408286
5572000,0,-2.45452,-74.2617,0.464588,0.4025
5573000,0,-2.58803,-75.7216,0.91221,0.432
5574000,0,-2.65603,-75.5398,0.694324,0.408
5575000,0,-2.69221,-74.3247,0.368138,0.426
5576000,0,-3.62661,-75.2326,0.995967,0.4154
5577000,0,-5.12352,-75.2848,1.56988,0.418
5578000,0,-2.23213,-74.4042,0.0873029,0.404
5579000,0,-4.25634,-75.0195,1.75472,0.431
5580000,0,-3.0646,-77.5077,0.0660791,0.431
5581000,1,-5.7797,-75.4971,0.607128,0.409
5582000,1,-7.22259,-77.4298,1.34817,0.423125
5583000,0,-2.00425,-74.299,0.181889,0.409
5584000,0,-2.09575,-74.3826,0.0527116,0.430667
5585000,0,-3.0612,-76.5117,0.167051,0.4148
5586000,0,-5.89942,-75.588,2.56424,0.405667
5587000,0,-3.52417,-74.9868,0.509583,0.385
5588000,0,-2.09591,-75.1501,0.427688,0.415
5589000,0,-2.70597,-74.6773,0.594914,0.417
5590000,0,-2.57118,-77.0208,0.274858,0.384
5591000,0,-2.32374,-75.9956,0.204463,0.411333
5592000,0,-3.14421,-79.6812,0.0342124,0.433
5593000,0,-2.37143,-74.5725,0.375727,0.415
5594000,0,-3.62819,-77.1769,0.248273,0.414789
5595000,0,-4.26971,-77.2907,0.738682,0.412
5596000,0,-3.0335,-76.6396,0.0800493,0.422167
5597000,0,-2.35433,-74.7675,0.489553,0.471
5598000,0,-3.74921,-76.9622,1.7559,0.421
5599000,0,-2.85291,-74.9176,0.0652516,0.427
5600000,0,-3.08912,-76.0712,1.35805,0.412571
5601000,0,-2.89389,-76.5842,0.869591,0.4075
5602000,0,-2.31546,-74.9828,0.408049,0.41625
5603000,0,-2.74482,-75.1332,0.518383,0.42
5604000,0,-2.32687,-74.8367,0.45648,0.398
5605000,0,-3.05069,-73.9732,0.844598,0.407875
5606000,0,-2.43229,-74.1443,0.462981,0.384
5607000,0,-2.09034,-78.1804,0.252802,0.505
5608000,0,-4.04796,-77.5424,0.265828,0.427
5609000,0,-1.83493,-77.4528,0.0646976,0.423444
5610000,0,-3.04633,-74.8606,0.0759002,0.398
5611000,0,-2.28257,-74.805,0.0551044,0.413333
5612000,0,-2.2797,-75.8987,0.0425564,0.363
5613000,0,-1.77829,-76.7321,0.00392577,0.39
5614000,0,-2.67902,-77.3672,0.0816781,0.465286
5615000,0,-2.51351,-77.188,0.774047,0.447
5616000,0,-2.06213,-75.4643,0.0599206,0.4755
5617000,1,-9.19478,-78.0406,0.331111,0.42
5618000,0,-2.32896,-75.5026,0.220747,0.41
5619000,0,-2.59847,-76.7851,0.033311,0.425
5620000,0,-2.23875,-76.8103,0.120882,0.41
5621000,0,-2.84685,-77.7725,0.146987,0.4
5622000,0,-3.18102,-74.369,0.649477,0.40525
5623000,0,-1.93706,-75.6521,0.0949639,0.446
5624000,0,-3.89791,-76.1437,0.209652,0.421111
5625000,0,-1.9934,-75.0458,0.24316,0.472
5626000,0,-1.98733,-76.0916,0.177157,0.453
5627000,0,-2.78528,-76.6074,0.976925,0.468667
5628000,0,-3.16921,-74.9246,0.502173,0.41
5629000,0,-3.43404,-75.2759,0.723031,0.426875
5630000,0,-2.27056,-74.6587,0.195985,0.375
5631000,0,-2.49093,-74.9793,0.643436,0.433741
5632000,0,-2.30198,-74.7869,0.41668,0.396
5633000,1,-8.15826,-74.9681,0.101486,0.405714
5634000,0,-3.22683,-77.6303,0.91801,0.455
5635000,0,-2.94286,-77.5766,0.943309,0.455
5636000,0,-2.34682,-78.5869,0.487654,0.444333
5637000,0,-2.5405,-77.2206,0.623165,0.382
5638000,0,-2.89687,-77.8438,0.0888046,0.4167
5639000,0,-3.29836,-74.6204,0.349144,0.407
5640000,0,-2.36319,-74.7061,0.369498,0.462
5641000,0,-2.7881,-74.5913,0.0690477,0.376
5642000,0,-3.74682,-76.5309,0.286497,0.427
5643000,0,-2.50825,-77.0496,0.666694,0.445833
5644000,0,-1.85585,-74.6469,0.0165899,0.424
